addressid,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY
1626,"2, rue du Commerce",,Lyon,,69004,France,EMEA
1627,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1628,"24, place Kluber",,Strasbourg,,67000,France,EMEA
1629,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
1630,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
1631,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA
1632,5677 Strong St.,,San Rafael,CA,97562,USA,
1633,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
1634,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1635,"54, rue Royale",,Nantes,,44000,France,EMEA
1636,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
1637,78934 Hillside Dr.,,Pasadena,CA,90003,USA,
1638,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
51,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
1640,5677 Strong St.,,San Rafael,CA,97562,USA,
1641,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
1642,"265, boulevard Charonne",,Paris,,75012,France,EMEA
1643,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
1644,9408 Furth Circle,,Burlingame,CA,94217,USA,
1645,Torikatu 38,,Oulu,,90110,Finland,EMEA
1646,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
1647,35 King George,,London,,WX3 6FW,UK,EMEA
1648,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA
1649,"2, rue du Commerce",,Lyon,,69004,France,EMEA
1650,6251 Ingle Ln.,,Boston,MA,51003,USA,
1651,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
1652,5677 Strong St.,,San Rafael,CA,97562,USA,
1653,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1654,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
1655,5677 Strong St.,,San Rafael,CA,97562,USA,
1656,7586 Pompton St.,,Allentown,PA,70267,USA,
1657,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
1658,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,
1659,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,
1660,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,
1661,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA
1662,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
1663,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1664,5677 Strong St.,,San Rafael,CA,97562,USA,
1665,5677 Strong St.,,San Rafael,CA,97562,USA,
1666,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1667,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
1668,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
1669,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
1670,5677 Strong St.,,San Rafael,CA,97562,USA,
1671,78934 Hillside Dr.,,Pasadena,CA,90003,USA,
1672,7734 Strong St.,,San Francisco,CA,,USA,
51,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
1674,"184, chausse de Tournai",,Lille,,59000,France,EMEA
1675,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1676,"25, rue Lauriston",,Paris,,75016,France,EMEA
1677,"184, chausse de Tournai",,Lille,,59000,France,EMEA
1678,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,
1679,"25, rue Lauriston",,Paris,,75016,France,EMEA
1680,8616 Spinnaker Dr.,,Boston,MA,51003,USA,
1681,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,
1682,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,
1683,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
1684,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
1685,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,
1686,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
1687,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1688,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1689,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
1690,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
1691,5677 Strong St.,,San Rafael,CA,97562,USA,
1692,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
1693,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1694,8489 Strong St.,,Las Vegas,NV,83030,USA,
51,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
1696,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
1697,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,
1698,5677 Strong St.,,San Rafael,CA,97562,USA,
1699,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
1700,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1701,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1702,"2, rue du Commerce",,Lyon,,69004,France,EMEA
1703,"24, place Kluber",,Strasbourg,,67000,France,EMEA
1704,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1705,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1706,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
1707,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
1708,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1709,1785 First Street,,New Bedford,MA,50553,USA,
1710,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1711,8489 Strong St.,,Las Vegas,NV,83030,USA,
1712,5677 Strong St.,,San Rafael,CA,97562,USA,
1713,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1714,3086 Ingle Ln.,,San Jose,CA,94217,USA,
21,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
1716,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1717,"265, boulevard Charonne",,Paris,,75012,France,EMEA
1718,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1719,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
1720,Torikatu 38,,Oulu,,90110,Finland,EMEA
1721,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
1722,35 King George,,London,,WX3 6FW,UK,EMEA
1723,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA
1724,3758 North Pendale Street,,White Plains,NY,24067,USA,
1725,6251 Ingle Ln.,,Boston,MA,51003,USA,
1726,2793 Furth Circle,,Brisbane,CA,94217,USA,
1727,5677 Strong St.,,San Rafael,CA,97562,USA,
1728,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1729,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
1730,5677 Strong St.,,San Rafael,CA,97562,USA,
1731,7586 Pompton St.,,Allentown,PA,70267,USA,
1732,897 Long Airport Avenue,,NYC,NY,10022,USA,
1733,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,
1734,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
1735,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,
1736,5677 Strong St.,,San Rafael,CA,97562,USA,
1737,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1738,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1739,5677 Strong St.,,San Rafael,CA,97562,USA,
1740,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1741,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1742,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1743,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
1744,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
1745,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1746,2440 Pompton St.,,Glendale,CT,97561,USA,
1747,4575 Hillside Dr.,,New Bedford,MA,50553,USA,
1748,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
1749,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
1750,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA
1751,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA
1752,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
1753,6047 Douglas Av.,,Los Angeles,CA,,USA,
1754,361 Furth Circle,,San Diego,CA,91217,USA,
1755,4658 Baden Av.,,Cambridge,MA,51247,USA,
1756,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1757,7825 Douglas Av.,,Brickhaven,MA,58339,USA,
1758,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
1759,Hansastr. 15,,Munich,,80686,Germany,EMEA
1760,782 First Street,,Philadelphia,PA,71270,USA,
1761,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
1762,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
1763,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
1764,35 King George,,London,,WX3 6FW,UK,EMEA
1765,Torikatu 38,,Oulu,,90110,Finland,EMEA
1766,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1767,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
1768,3086 Ingle Ln.,,San Jose,CA,94217,USA,
1769,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC
1770,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1771,8489 Strong St.,,Las Vegas,NV,83030,USA,
51,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
1773,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
1774,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
1775,5677 Strong St.,,San Rafael,CA,97562,USA,
1776,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
1777,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1778,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA
1779,"2, rue du Commerce",,Lyon,,69004,France,EMEA
1780,"24, place Kluber",,Strasbourg,,67000,France,EMEA
1781,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1782,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1783,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
1784,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
1785,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1786,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1787,8489 Strong St.,,Las Vegas,NV,83030,USA,
1788,5677 Strong St.,,San Rafael,CA,97562,USA,
1789,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1790,3086 Ingle Ln.,,San Jose,CA,94217,USA,
21,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
1792,11328 Douglas Av.,,Philadelphia,PA,71270,USA,
1793,"12, rue des Bouchers",,Marseille,,13008,France,EMEA
1794,5677 Strong St.,,San Rafael,CA,97562,USA,
1795,7825 Douglas Av.,,Brickhaven,MA,58339,USA,
1796,6047 Douglas Av.,,Los Angeles,CA,,USA,
1797,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,
1798,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
1799,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
1800,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1801,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1802,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
1803,Torikatu 38,,Oulu,,90110,Finland,EMEA
1804,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
1805,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
1806,8489 Strong St.,,Las Vegas,NV,83030,USA,
1807,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
1808,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
1809,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA
1810,1785 First Street,,New Bedford,MA,50553,USA,
1811,11328 Douglas Av.,,Philadelphia,PA,71270,USA,
10,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
1813,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1814,78934 Hillside Dr.,,Pasadena,CA,90003,USA,
1815,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1816,5677 Strong St.,,San Rafael,CA,97562,USA,
1817,"24, place Kluber",,Strasbourg,,67000,France,EMEA
1818,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1819,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
1820,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1821,35 King George,,London,,WX3 6FW,UK,EMEA
1822,5677 Strong St.,,San Rafael,CA,97562,USA,
1823,4097 Douglas Av.,,Glendale,CA,92561,USA,
1824,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
1825,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA
1826,4575 Hillside Dr.,,New Bedford,MA,50553,USA,
1827,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA
1828,"2, rue du Commerce",,Lyon,,69004,France,EMEA
1829,361 Furth Circle,,San Diego,CA,91217,USA,
1830,7476 Moss Rd.,,Newark,NJ,94019,USA,
1831,897 Long Airport Avenue,,NYC,NY,10022,USA,
1832,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,
1833,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA
1834,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,
1835,8616 Spinnaker Dr.,,Boston,MA,51003,USA,
1836,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1837,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
1838,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA
1839,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
1840,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1841,Torikatu 38,,Oulu,,90110,Finland,EMEA
1842,7734 Strong St.,,San Francisco,CA,,USA,
1843,5677 Strong St.,,San Rafael,CA,97562,USA,
1844,8616 Spinnaker Dr.,,Boston,MA,51003,USA,
1845,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1846,8489 Strong St.,,Las Vegas,NV,83030,USA,
51,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
1848,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
1849,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,
1850,5677 Strong St.,,San Rafael,CA,97562,USA,
1851,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
1852,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1853,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1854,"2, rue du Commerce",,Lyon,,69004,France,EMEA
1855,"24, place Kluber",,Strasbourg,,67000,France,EMEA
1856,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1857,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1858,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
1859,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
1860,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1861,1785 First Street,,New Bedford,MA,50553,USA,
1862,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1863,8489 Strong St.,,Las Vegas,NV,83030,USA,
1864,5677 Strong St.,,San Rafael,CA,97562,USA,
1865,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1866,3086 Ingle Ln.,,San Jose,CA,94217,USA,
21,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
1868,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
1869,"12, rue des Bouchers",,Marseille,,13008,France,EMEA
1870,5677 Strong St.,,San Rafael,CA,97562,USA,
1871,7825 Douglas Av.,,Brickhaven,MA,58339,USA,
1872,7734 Strong St.,,San Francisco,CA,,USA,
51,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
1874,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
1875,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA
1876,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1877,"25, rue Lauriston",,Paris,,75016,France,EMEA
1878,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
1879,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
1880,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
1881,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
1882,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,
1883,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
1884,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA
1885,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA
1886,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA
1887,11328 Douglas Av.,,Philadelphia,PA,71270,USA,
10,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
1889,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1890,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
1891,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1892,5677 Strong St.,,San Rafael,CA,97562,USA,
1893,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1894,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
1895,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1896,2440 Pompton St.,,Glendale,CT,97561,USA,
1897,4575 Hillside Dr.,,New Bedford,MA,50553,USA,
1898,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
1899,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
1900,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA
1901,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA
1902,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
1903,6047 Douglas Av.,,Los Angeles,CA,,USA,
1904,361 Furth Circle,,San Diego,CA,91217,USA,
1905,4658 Baden Av.,,Cambridge,MA,51247,USA,
1906,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1907,7825 Douglas Av.,,Brickhaven,MA,58339,USA,
1908,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
1909,Hansastr. 15,,Munich,,80686,Germany,EMEA
1910,782 First Street,,Philadelphia,PA,71270,USA,
1911,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
1912,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
1913,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
1914,35 King George,,London,,WX3 6FW,UK,EMEA
21,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
1916,Torikatu 38,,Oulu,,90110,Finland,EMEA
1917,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1918,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
1919,3086 Ingle Ln.,,San Jose,CA,94217,USA,
1920,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC
1921,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1922,8489 Strong St.,,Las Vegas,NV,83030,USA,
51,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
1924,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
1925,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,
1926,5677 Strong St.,,San Rafael,CA,97562,USA,
1927,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
1928,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1929,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1930,361 Furth Circle,,San Diego,CA,91217,USA,
1931,"24, place Kluber",,Strasbourg,,67000,France,EMEA
1932,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,
1933,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1934,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
1935,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
1936,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1937,1785 First Street,,New Bedford,MA,50553,USA,
1938,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
1939,8489 Strong St.,,Las Vegas,NV,83030,USA,
1940,5677 Strong St.,,San Rafael,CA,97562,USA,
1941,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1942,3086 Ingle Ln.,,San Jose,CA,94217,USA,
21,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
1944,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
1945,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1946,35 King George,,London,,WX3 6FW,UK,EMEA
1947,4575 Hillside Dr.,,New Bedford,MA,50553,USA,
1948,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
1949,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
1950,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA
1951,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA
1952,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA
1953,6047 Douglas Av.,,Los Angeles,CA,,USA,
1954,361 Furth Circle,,San Diego,CA,91217,USA,
1955,897 Long Airport Avenue,,NYC,NY,10022,USA,
1956,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1957,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA
1958,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,
1959,Hansastr. 15,,Munich,,80686,Germany,EMEA
1960,782 First Street,,Philadelphia,PA,71270,USA,
1961,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
1962,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA
1963,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
1964,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1965,Torikatu 38,,Oulu,,90110,Finland,EMEA
1966,5677 Strong St.,,San Rafael,CA,97562,USA,
1967,5677 Strong St.,,San Rafael,CA,97562,USA,
1968,3086 Ingle Ln.,,San Jose,CA,94217,USA,
1969,8616 Spinnaker Dr.,,Boston,MA,51003,USA,
1970,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
1971,"12, rue des Bouchers",,Marseille,,13008,France,EMEA
1972,5677 Strong St.,,San Rafael,CA,97562,USA,
1973,7825 Douglas Av.,,Brickhaven,MA,58339,USA,
1974,6047 Douglas Av.,,Los Angeles,CA,,USA,
1975,Kirchgasse 6,,Graz,,8010,Austria,EMEA
1976,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
1977,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
1978,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1979,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1980,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
1981,Torikatu 38,,Oulu,,90110,Finland,EMEA
1982,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
1983,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
1984,8489 Strong St.,,Las Vegas,NV,83030,USA,
1985,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
1986,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
1987,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA
1988,1785 First Street,,New Bedford,MA,50553,USA,
1989,11328 Douglas Av.,,Philadelphia,PA,71270,USA,
10,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
1991,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1992,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
1993,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
1994,5677 Strong St.,,San Rafael,CA,97562,USA,
1995,"24, place Kluber",,Strasbourg,,67000,France,EMEA
1996,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1997,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
1998,Geislweg 14,,Salzburg,,5020,Austria,EMEA
1999,2440 Pompton St.,,Glendale,CT,97561,USA,
2000,4575 Hillside Dr.,,New Bedford,MA,50553,USA,
2001,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
2002,9408 Furth Circle,,Burlingame,CA,94217,USA,
2003,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA
2004,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
2005,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan
2006,361 Furth Circle,,San Diego,CA,91217,USA,
2007,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,
2008,3086 Ingle Ln.,,San Jose,CA,94217,USA,
2009,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
2010,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
2011,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
2012,Hansastr. 15,,Munich,,80686,Germany,EMEA
2013,3758 North Pendale Street,,White Plains,NY,24067,USA,
2014,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
2015,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
2016,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
2017,35 King George,,London,,WX3 6FW,UK,EMEA
21,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
2019,Torikatu 38,,Oulu,,90110,Finland,EMEA
2020,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
2021,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
2022,7476 Moss Rd.,,Newark,NJ,94019,USA,
2023,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
2024,2304 Long Airport Avenue,,Nashua,NH,62005,USA,
2025,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
2026,8489 Strong St.,,Las Vegas,NV,83030,USA,
2027,2793 Furth Circle,,Brisbane,CA,94217,USA,
